sentiment,text
neg,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .
neg,i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment .
pos,lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it .
neg,"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experienc"
pos,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .
neg,a standard haunted house tale transplanted to the high seas .
neg,"unfortunately , it's also not very good . especially compared with the television series that inspired the movie ."
pos,"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff's documentary , hell house , reflects their earnestness  which makes for a terrifying film ."
neg,"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle ."
neg,"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ."
neg,"stephen earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition  wearing a cloak of unsentimental , straightforward text  when it's really an exercise in gross romanticization of the delusional personality type ."
pos,"you don't need to know your ice-t's from your cool-j's to realize that as far as these shootings are concerned , something is rotten in the state of california ."
neg,this is so bad .
pos,it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes .
neg,"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation ."
neg,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .
pos,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's day"
neg,"lisa rinzler's cinematography may be lovely , but love liza's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension ."
pos,"invigorating , surreal , and resonant with a rainbow of emotion ."
neg,"trite , banal , cliched , mostly inoffensive ."
neg,"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless ."
pos,"a directorial tour de force by bernard rose , ivans xtc . is one of this year's very best pictures ."
pos,it's fairly solid--not to mention well edited so that it certainly doesn't feel like a film that strays past the two and a half mark .
pos,it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .
pos,deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world .
neg,"a dark , dull thriller with a parting shot that misfires ."
neg,"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender . but that's just the problem with it - the director hasn't added enough of his own ingredients ."
neg,"[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be ."
pos,"if it's possible for a sequel to outshine the original , then sl2 does just that ."
pos," . . . gripping and handsome execution , ( but ) there isn't much about k-19 that's unique or memorable ."
neg,glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel .
pos,"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ."
pos,"a whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish ."
neg,"naipaul fans may be disappointed . those who are not acquainted with the author's work , on the other hand , may fall fast asleep ."
pos,compellingly watchable .
pos,"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm ."
pos,"[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character ."
